customer_id,transaction_date,ticket_price,discount,product
d3c7e417f776b451b5c50d02e23de767,2013/12/09,0.01,,silver
d3c7e417f776b451b5c50d02e23de767,2013/12/09,12.99,10%,silver
c3464287df184acc61ac1ed3aa3b1946,2013/01/01,12.99,,silver
c3464287df184acc61ac1ed3aa3b1946,2013/01/31,12.99,,silver
c3464287df184acc61ac1ed3aa3b1946,2013/03/02,12.99,,silver
c3464287df184acc61ac1ed3aa3b1946,2013/04/01,12.99,,silver
c3464287df184acc61ac1ed3aa3b1946,2013/05/01,12.99,,silver
c3464287df184acc61ac1ed3aa3b1946,2013/05/31,12.99,10%,silver
c3464287df184acc61ac1ed3aa3b1946,2013/06/30,12.99,,silver
c3464287df184acc61ac1ed3aa3b1946,2013/07/30,12.99,,silver
c3464287df184acc61ac1ed3aa3b1946,2013/08/29,12.99,,silver
c3464287df184acc61ac1ed3aa3b1946,2013/09/28,12.99,5%,silver
c3464287df184acc61ac1ed3aa3b1946,2013/10/28,12.99,,silver
c3464287df184acc61ac1ed3aa3b1946,2013/11/27,12.99,,silver
c3464287df184acc61ac1ed3aa3b1946,2013/12/27,12.99,,silver
660c3305600895f32784a8922e4d6dab,2013/01/16,12.99,,silver
660c3305600895f32784a8922e4d6dab,2013/02/15,12.99,5%,silver
660c3305600895f32784a8922e4d6dab,2013/03/17,12.99,,silver
660c3305600895f32784a8922e4d6dab,2013/04/16,12.99,,silver
660c3305600895f32784a8922e4d6dab,2013/05/16,12.99,,silver
660c3305600895f32784a8922e4d6dab,2013/06/15,12.99,,silver
660c3305600895f32784a8922e4d6dab,2013/07/15,12.99,,silver
660c3305600895f32784a8922e4d6dab,2013/08/14,12.99,,silver
e0d47be875d399ccb10040fa8bfe18ca,2013/08/13,0.01,,gold
e0d47be875d399ccb10040fa8bfe18ca,2013/08/13,19.99,,gold
e0d47be875d399ccb10040fa8bfe18ca,2013/09/12,19.99,,gold
e0d47be875d399ccb10040fa8bfe18ca,2013/10/12,19.99,,gold
e0d47be875d399ccb10040fa8bfe18ca,2013/11/11,19.99,,gold
e0d47be875d399ccb10040fa8bfe18ca,2013/12/11,19.99,,gold
3d4d6663e7641969288dc6d00d71a4cb,2013/01/22,29.99,,platinum
3d4d6663e7641969288dc6d00d71a4cb,2013/02/21,29.99,,platinum
3d4d6663e7641969288dc6d00d71a4cb,2013/03/23,29.99,,platinum
3d4d6663e7641969288dc6d00d71a4cb,2013/04/22,29.99,,platinum
3d4d6663e7641969288dc6d00d71a4cb,2013/05/22,29.99,,platinum
3d4d6663e7641969288dc6d00d71a4cb,2013/06/21,29.99,,platinum
3d4d6663e7641969288dc6d00d71a4cb,2013/07/21,29.99,,platinum
3d4d6663e7641969288dc6d00d71a4cb,2013/08/20,29.99,,platinum
3d4d6663e7641969288dc6d00d71a4cb,2013/09/19,29.99,,platinum
3d4d6663e7641969288dc6d00d71a4cb,2013/10/19,29.99,10%,platinum
3d4d6663e7641969288dc6d00d71a4cb,2013/11/18,29.99,,platinum
3d4d6663e7641969288dc6d00d71a4cb,2013/12/18,29.99,,platinum
0f4e1d49e68e382f0fae735241d3461f,2013/01/05,29.99,,platinum
0f4e1d49e68e382f0fae735241d3461f,2013/02/04,29.99,,platinum
0f4e1d49e68e382f0fae735241d3461f,2013/03/06,29.99,,platinum
0f4e1d49e68e382f0fae735241d3461f,2013/04/05,29.99,,platinum
0f4e1d49e68e382f0fae735241d3461f,2013/05/05,29.99,,platinum
0f4e1d49e68e382f0fae735241d3461f,2013/06/04,29.99,,platinum
0f4e1d49e68e382f0fae735241d3461f,2013/07/04,29.99,,platinum
0f4e1d49e68e382f0fae735241d3461f,2013/08/03,29.99,,platinum
0f4e1d49e68e382f0fae735241d3461f,2013/09/02,29.99,,platinum
0f4e1d49e68e382f0fae735241d3461f,2013/10/02,29.99,,platinum
0f4e1d49e68e382f0fae735241d3461f,2013/11/01,29.99,,platinum
0f4e1d49e68e382f0fae735241d3461f,2013/12/01,29.99,,platinum
0f4e1d49e68e382f0fae735241d3461f,2013/12/31,29.99,,platinum
c18a292c4f83553814ebc5e43e775509,2013/01/15,12.99,,silver
c18a292c4f83553814ebc5e43e775509,2013/02/14,12.99,,silver
c18a292c4f83553814ebc5e43e775509,2013/03/16,12.99,,silver
c18a292c4f83553814ebc5e43e775509,2013/04/15,12.99,,silver
c18a292c4f83553814ebc5e43e775509,2013/05/15,12.99,5%,silver
c18a292c4f83553814ebc5e43e775509,2013/06/14,12.99,,silver
c18a292c4f83553814ebc5e43e775509,2013/07/14,12.99,,silver
c18a292c4f83553814ebc5e43e775509,2013/08/13,12.99,,silver
c18a292c4f83553814ebc5e43e775509,2013/09/12,12.99,,silver
c18a292c4f83553814ebc5e43e775509,2013/10/12,12.99,,silver
c18a292c4f83553814ebc5e43e775509,2013/11/11,12.99,,silver
c18a292c4f83553814ebc5e43e775509,2013/12/11,12.99,,silver
1a14fb44fc4bddafc788bc0fe10cd989,2013/10/14,0.01,,silver
1a14fb44fc4bddafc788bc0fe10cd989,2013/10/14,12.99,,silver
1a14fb44fc4bddafc788bc0fe10cd989,2013/11/13,12.99,,silver
1a14fb44fc4bddafc788bc0fe10cd989,2013/12/13,12.99,,silver
5e5cb6fd29a5e02cea5f335db5c04dff,2013/12/10,0.01,,gold
5e5cb6fd29a5e02cea5f335db5c04dff,2013/12/10,19.99,,gold
1cc60af0090ea838a9ef8828aa544cbd,2013/01/06,12.99,,silver
1cc60af0090ea838a9ef8828aa544cbd,2013/02/05,12.99,,silver
1cc60af0090ea838a9ef8828aa544cbd,2013/03/07,12.99,,silver
1cc60af0090ea838a9ef8828aa544cbd,2013/04/06,12.99,,silver
1cc60af0090ea838a9ef8828aa544cbd,2013/05/06,12.99,,silver
1cc60af0090ea838a9ef8828aa544cbd,2013/06/05,12.99,,silver
1cc60af0090ea838a9ef8828aa544cbd,2013/07/05,12.99,,silver
1cc60af0090ea838a9ef8828aa544cbd,2013/08/04,12.99,,silver
1cc60af0090ea838a9ef8828aa544cbd,2013/09/03,12.99,,silver
1cc60af0090ea838a9ef8828aa544cbd,2013/10/03,12.99,,silver
1cc60af0090ea838a9ef8828aa544cbd,2013/11/02,12.99,,silver
1cc60af0090ea838a9ef8828aa544cbd,2013/12/02,12.99,,silver
30d7cd6ebf87e45f81221e153a516a5f,2013/07/18,0.01,,silver
30d7cd6ebf87e45f81221e153a516a5f,2013/07/18,12.99,,silver
30d7cd6ebf87e45f81221e153a516a5f,2013/08/17,12.99,,silver
30d7cd6ebf87e45f81221e153a516a5f,2013/09/16,12.99,,silver
30d7cd6ebf87e45f81221e153a516a5f,2013/10/16,12.99,,silver
30d7cd6ebf87e45f81221e153a516a5f,2013/11/15,12.99,,silver
30d7cd6ebf87e45f81221e153a516a5f,2013/12/15,12.99,,silver
942f092bbcd33d2ef74915b0b8de1932,2013/01/26,12.99,,silver
942f092bbcd33d2ef74915b0b8de1932,2013/02/25,12.99,,silver
942f092bbcd33d2ef74915b0b8de1932,2013/03/27,12.99,,silver
942f092bbcd33d2ef74915b0b8de1932,2013/04/26,12.99,,silver
