customer_id,transaction_date,ticket_price,discount,product
11df1f41946907e669537a91abbc00a8,2015/07/06,0.01,,silver
11df1f41946907e669537a91abbc00a8,2015/07/06,12.99,,silver
11df1f41946907e669537a91abbc00a8,2015/08/05,12.99,,silver
11df1f41946907e669537a91abbc00a8,2015/09/04,12.99,5%,silver
11df1f41946907e669537a91abbc00a8,2015/10/04,12.99,,silver
11df1f41946907e669537a91abbc00a8,2015/11/03,12.99,,silver
11df1f41946907e669537a91abbc00a8,2015/12/03,12.99,,silver
d3c7e417f776b451b5c50d02e23de767,2015/01/03,12.99,,silver
d3c7e417f776b451b5c50d02e23de767,2015/02/02,12.99,,silver
d3c7e417f776b451b5c50d02e23de767,2015/03/04,12.99,,silver
d3c7e417f776b451b5c50d02e23de767,2015/04/03,12.99,,silver
d3c7e417f776b451b5c50d02e23de767,2015/05/03,12.99,,silver
d3c7e417f776b451b5c50d02e23de767,2015/06/02,12.99,,silver
d3c7e417f776b451b5c50d02e23de767,2015/07/02,12.99,,silver
d3c7e417f776b451b5c50d02e23de767,2015/08/01,12.99,,silver
d3c7e417f776b451b5c50d02e23de767,2015/08/31,12.99,,silver
d3c7e417f776b451b5c50d02e23de767,2015/09/30,12.99,,silver
d3c7e417f776b451b5c50d02e23de767,2015/10/30,12.99,,silver
d3c7e417f776b451b5c50d02e23de767,2015/11/29,12.99,,silver
d3c7e417f776b451b5c50d02e23de767,2015/12/29,12.99,,silver
c3464287df184acc61ac1ed3aa3b1946,2015/01/21,12.99,,silver
c3464287df184acc61ac1ed3aa3b1946,2015/02/20,12.99,,silver
c3464287df184acc61ac1ed3aa3b1946,2015/03/22,12.99,,silver
c3464287df184acc61ac1ed3aa3b1946,2015/04/21,12.99,,silver
c3464287df184acc61ac1ed3aa3b1946,2015/05/21,12.99,5%,silver
c3464287df184acc61ac1ed3aa3b1946,2015/06/20,12.99,,silver
c3464287df184acc61ac1ed3aa3b1946,2015/07/20,12.99,,silver
c3464287df184acc61ac1ed3aa3b1946,2015/08/19,12.99,,silver
c3464287df184acc61ac1ed3aa3b1946,2015/09/18,12.99,,silver
c3464287df184acc61ac1ed3aa3b1946,2015/10/18,12.99,,silver
c3464287df184acc61ac1ed3aa3b1946,2015/11/17,12.99,,silver
c3464287df184acc61ac1ed3aa3b1946,2015/12/17,12.99,,silver
4d992d4a54fc5a908b98ec3c43281364,2015/01/25,29.99,,platinum
4d992d4a54fc5a908b98ec3c43281364,2015/02/24,29.99,,platinum
4d992d4a54fc5a908b98ec3c43281364,2015/03/26,29.99,,platinum
4d992d4a54fc5a908b98ec3c43281364,2015/04/25,29.99,,platinum
4d992d4a54fc5a908b98ec3c43281364,2015/05/25,29.99,,platinum
4d992d4a54fc5a908b98ec3c43281364,2015/06/24,29.99,,platinum
4d992d4a54fc5a908b98ec3c43281364,2015/07/24,29.99,,platinum
4d992d4a54fc5a908b98ec3c43281364,2015/08/23,29.99,,platinum
4d992d4a54fc5a908b98ec3c43281364,2015/09/22,29.99,,platinum
4d992d4a54fc5a908b98ec3c43281364,2015/10/22,29.99,,platinum
4d992d4a54fc5a908b98ec3c43281364,2015/11/21,29.99,,platinum
4d992d4a54fc5a908b98ec3c43281364,2015/12/21,29.99,,platinum
e0d47be875d399ccb10040fa8bfe18ca,2015/01/05,19.99,,gold
e0d47be875d399ccb10040fa8bfe18ca,2015/02/04,19.99,,gold
e0d47be875d399ccb10040fa8bfe18ca,2015/03/06,19.99,,gold
e0d47be875d399ccb10040fa8bfe18ca,2015/04/05,19.99,,gold
e0d47be875d399ccb10040fa8bfe18ca,2015/05/05,19.99,,gold
e0d47be875d399ccb10040fa8bfe18ca,2015/06/04,19.99,,gold
e0d47be875d399ccb10040fa8bfe18ca,2015/07/04,19.99,,gold
e0d47be875d399ccb10040fa8bfe18ca,2015/08/03,19.99,,gold
e0d47be875d399ccb10040fa8bfe18ca,2015/09/02,19.99,,gold
e0d47be875d399ccb10040fa8bfe18ca,2015/10/02,19.99,,gold
e0d47be875d399ccb10040fa8bfe18ca,2015/11/01,19.99,,gold
e0d47be875d399ccb10040fa8bfe18ca,2015/12/01,19.99,,gold
e0d47be875d399ccb10040fa8bfe18ca,2015/12/31,19.99,,gold
3d4d6663e7641969288dc6d00d71a4cb,2015/01/12,29.99,,platinum
3d4d6663e7641969288dc6d00d71a4cb,2015/02/11,29.99,,platinum
3d4d6663e7641969288dc6d00d71a4cb,2015/03/13,29.99,,platinum
3d4d6663e7641969288dc6d00d71a4cb,2015/04/12,29.99,,platinum
3d4d6663e7641969288dc6d00d71a4cb,2015/05/12,29.99,,platinum
3d4d6663e7641969288dc6d00d71a4cb,2015/06/11,29.99,,platinum
3d4d6663e7641969288dc6d00d71a4cb,2015/07/11,29.99,,platinum
3d4d6663e7641969288dc6d00d71a4cb,2015/08/10,29.99,,platinum
3d4d6663e7641969288dc6d00d71a4cb,2015/09/09,29.99,,platinum
3d4d6663e7641969288dc6d00d71a4cb,2015/10/09,29.99,,platinum
3d4d6663e7641969288dc6d00d71a4cb,2015/11/08,29.99,,platinum
3d4d6663e7641969288dc6d00d71a4cb,2015/12/08,29.99,,platinum
0f4e1d49e68e382f0fae735241d3461f,2015/01/25,29.99,,platinum
0f4e1d49e68e382f0fae735241d3461f,2015/02/24,29.99,,platinum
0f4e1d49e68e382f0fae735241d3461f,2015/03/26,29.99,,platinum
0f4e1d49e68e382f0fae735241d3461f,2015/04/25,29.99,,platinum
0f4e1d49e68e382f0fae735241d3461f,2015/05/25,29.99,,platinum
0f4e1d49e68e382f0fae735241d3461f,2015/06/24,29.99,,platinum
0f4e1d49e68e382f0fae735241d3461f,2015/07/24,29.99,,platinum
0f4e1d49e68e382f0fae735241d3461f,2015/08/23,29.99,5%,platinum
0f4e1d49e68e382f0fae735241d3461f,2015/09/22,29.99,,platinum
0f4e1d49e68e382f0fae735241d3461f,2015/10/22,29.99,,platinum
0f4e1d49e68e382f0fae735241d3461f,2015/11/21,29.99,20%,platinum
0f4e1d49e68e382f0fae735241d3461f,2015/12/21,29.99,,platinum
6d93524476dc8ab5fb3107eb89c3edc2,2015/12/22,0.01,,silver
6d93524476dc8ab5fb3107eb89c3edc2,2015/12/22,12.99,,silver
c18a292c4f83553814ebc5e43e775509,2015/01/05,12.99,,silver
c18a292c4f83553814ebc5e43e775509,2015/02/04,12.99,,silver
c18a292c4f83553814ebc5e43e775509,2015/03/06,12.99,,silver
c18a292c4f83553814ebc5e43e775509,2015/04/05,12.99,,silver
c18a292c4f83553814ebc5e43e775509,2015/05/05,12.99,,silver
c18a292c4f83553814ebc5e43e775509,2015/06/04,12.99,,silver
c18a292c4f83553814ebc5e43e775509,2015/07/04,12.99,,silver
c18a292c4f83553814ebc5e43e775509,2015/08/03,12.99,,silver
c18a292c4f83553814ebc5e43e775509,2015/09/02,12.99,,silver
c18a292c4f83553814ebc5e43e775509,2015/10/02,12.99,,silver
c18a292c4f83553814ebc5e43e775509,2015/11/01,12.99,,silver
c18a292c4f83553814ebc5e43e775509,2015/12/01,12.99,,silver
c18a292c4f83553814ebc5e43e775509,2015/12/31,12.99,,silver
1a14fb44fc4bddafc788bc0fe10cd989,2015/01/07,12.99,,silver
1a14fb44fc4bddafc788bc0fe10cd989,2015/02/06,12.99,,silver
1a14fb44fc4bddafc788bc0fe10cd989,2015/03/08,12.99,,silver
1a14fb44fc4bddafc788bc0fe10cd989,2015/04/07,12.99,20%,silver
1a14fb44fc4bddafc788bc0fe10cd989,2015/05/07,12.99,,silver
1a14fb44fc4bddafc788bc0fe10cd989,2015/06/06,12.99,,silver
1a14fb44fc4bddafc788bc0fe10cd989,2015/07/06,12.99,,silver
1a14fb44fc4bddafc788bc0fe10cd989,2015/08/05,12.99,,silver
1a14fb44fc4bddafc788bc0fe10cd989,2015/09/04,12.99,,silver
1a14fb44fc4bddafc788bc0fe10cd989,2015/10/04,12.99,,silver
1a14fb44fc4bddafc788bc0fe10cd989,2015/11/03,12.99,,silver
1a14fb44fc4bddafc788bc0fe10cd989,2015/12/03,12.99,,silver
5e5cb6fd29a5e02cea5f335db5c04dff,2015/01/04,19.99,,gold
5e5cb6fd29a5e02cea5f335db5c04dff,2015/02/03,19.99,,gold
5e5cb6fd29a5e02cea5f335db5c04dff,2015/03/05,19.99,,gold
5e5cb6fd29a5e02cea5f335db5c04dff,2015/04/04,19.99,,gold
5e5cb6fd29a5e02cea5f335db5c04dff,2015/05/04,19.99,,gold
5e5cb6fd29a5e02cea5f335db5c04dff,2015/06/03,19.99,,gold
5e5cb6fd29a5e02cea5f335db5c04dff,2015/07/03,19.99,,gold
5e5cb6fd29a5e02cea5f335db5c04dff,2015/08/02,19.99,10%,gold
5e5cb6fd29a5e02cea5f335db5c04dff,2015/09/01,19.99,,gold
5e5cb6fd29a5e02cea5f335db5c04dff,2015/10/01,19.99,,gold
5e5cb6fd29a5e02cea5f335db5c04dff,2015/10/31,19.99,,gold
5e5cb6fd29a5e02cea5f335db5c04dff,2015/11/30,19.99,,gold
5e5cb6fd29a5e02cea5f335db5c04dff,2015/12/30,19.99,,gold
300a5baa5df8df9bb24d4676c35113a0,2015/09/14,0.01,,silver
300a5baa5df8df9bb24d4676c35113a0,2015/09/14,12.99,,silver
300a5baa5df8df9bb24d4676c35113a0,2015/10/14,12.99,,silver
300a5baa5df8df9bb24d4676c35113a0,2015/11/13,12.99,,silver
300a5baa5df8df9bb24d4676c35113a0,2015/12/13,12.99,20%,silver
0dee747eb4fa100fce03d9fee7ad181b,2015/07/20,0.01,,silver
0dee747eb4fa100fce03d9fee7ad181b,2015/07/20,12.99,,silver
0dee747eb4fa100fce03d9fee7ad181b,2015/08/19,12.99,,silver
0dee747eb4fa100fce03d9fee7ad181b,2015/09/18,12.99,,silver
0dee747eb4fa100fce03d9fee7ad181b,2015/10/18,12.99,,silver
0dee747eb4fa100fce03d9fee7ad181b,2015/11/17,12.99,,silver
0dee747eb4fa100fce03d9fee7ad181b,2015/12/17,12.99,5%,silver
36bbe9e8e30f47231d5b462741b8360d,2015/12/20,0.01,,gold
36bbe9e8e30f47231d5b462741b8360d,2015/12/20,19.99,,gold
0e0cb9416c44433b4919178c2124d286,2015/01/28,19.99,,gold
0e0cb9416c44433b4919178c2124d286,2015/02/27,19.99,,gold
0e0cb9416c44433b4919178c2124d286,2015/03/29,19.99,,gold
0e0cb9416c44433b4919178c2124d286,2015/04/28,19.99,,gold
0e0cb9416c44433b4919178c2124d286,2015/05/28,19.99,,gold
0e0cb9416c44433b4919178c2124d286,2015/06/27,19.99,,gold
