customer_id,transaction_date,ticket_price,discount,product
660c3305600895f32784a8922e4d6dab,2011/01/27,9.99,,basic
660c3305600895f32784a8922e4d6dab,2011/02/26,9.99,,basic
660c3305600895f32784a8922e4d6dab,2011/03/28,9.99,,basic
660c3305600895f32784a8922e4d6dab,2011/04/27,9.99,,basic
660c3305600895f32784a8922e4d6dab,2011/05/27,9.99,,basic
660c3305600895f32784a8922e4d6dab,2011/06/26,9.99,,basic
660c3305600895f32784a8922e4d6dab,2011/07/26,9.99,,basic
660c3305600895f32784a8922e4d6dab,2011/08/25,9.99,,basic
660c3305600895f32784a8922e4d6dab,2011/09/24,9.99,10%,basic
660c3305600895f32784a8922e4d6dab,2011/10/24,9.99,,basic
660c3305600895f32784a8922e4d6dab,2011/11/23,9.99,,basic
660c3305600895f32784a8922e4d6dab,2011/12/23,9.99,,basic
3d4d6663e7641969288dc6d00d71a4cb,2011/01/03,0.01,,platinum
3d4d6663e7641969288dc6d00d71a4cb,2011/01/03,29.99,,platinum
3d4d6663e7641969288dc6d00d71a4cb,2011/02/02,29.99,,platinum
3d4d6663e7641969288dc6d00d71a4cb,2011/03/04,29.99,,platinum
3d4d6663e7641969288dc6d00d71a4cb,2011/04/03,29.99,5%,platinum
3d4d6663e7641969288dc6d00d71a4cb,2011/05/03,29.99,,platinum
3d4d6663e7641969288dc6d00d71a4cb,2011/06/02,29.99,5%,platinum
3d4d6663e7641969288dc6d00d71a4cb,2011/07/02,29.99,,platinum
3d4d6663e7641969288dc6d00d71a4cb,2011/08/01,29.99,,platinum
3d4d6663e7641969288dc6d00d71a4cb,2011/08/31,29.99,,platinum
3d4d6663e7641969288dc6d00d71a4cb,2011/09/30,29.99,,platinum
3d4d6663e7641969288dc6d00d71a4cb,2011/10/30,29.99,,platinum
3d4d6663e7641969288dc6d00d71a4cb,2011/11/29,29.99,,platinum
3d4d6663e7641969288dc6d00d71a4cb,2011/12/29,29.99,,platinum
0f4e1d49e68e382f0fae735241d3461f,2011/01/16,29.99,,platinum
0f4e1d49e68e382f0fae735241d3461f,2011/02/15,29.99,,platinum
0f4e1d49e68e382f0fae735241d3461f,2011/03/17,29.99,,platinum
0f4e1d49e68e382f0fae735241d3461f,2011/04/16,29.99,20%,platinum
0f4e1d49e68e382f0fae735241d3461f,2011/05/16,29.99,,platinum
0f4e1d49e68e382f0fae735241d3461f,2011/06/15,29.99,,platinum
0f4e1d49e68e382f0fae735241d3461f,2011/07/15,29.99,,platinum
0f4e1d49e68e382f0fae735241d3461f,2011/08/14,29.99,10%,platinum
0f4e1d49e68e382f0fae735241d3461f,2011/09/13,29.99,,platinum
0f4e1d49e68e382f0fae735241d3461f,2011/10/13,29.99,,platinum
0f4e1d49e68e382f0fae735241d3461f,2011/11/12,29.99,,platinum
0f4e1d49e68e382f0fae735241d3461f,2011/12/12,29.99,,platinum
eb76bbcf41b33d854840952cfa215cb1,2011/07/19,0.01,,deluxe
eb76bbcf41b33d854840952cfa215cb1,2011/07/19,14.99,,deluxe
eb76bbcf41b33d854840952cfa215cb1,2011/08/18,14.99,,deluxe
eb76bbcf41b33d854840952cfa215cb1,2011/09/17,14.99,,deluxe
eb76bbcf41b33d854840952cfa215cb1,2011/10/17,14.99,5%,deluxe
eb76bbcf41b33d854840952cfa215cb1,2011/11/16,14.99,,deluxe
eb76bbcf41b33d854840952cfa215cb1,2011/12/16,14.99,,deluxe
0f4a6c6381b80cc119d0793de7302441,2011/01/30,9.99,,basic
0f4a6c6381b80cc119d0793de7302441,2011/03/01,9.99,10%,basic
0f4a6c6381b80cc119d0793de7302441,2011/03/31,9.99,,basic
0f4a6c6381b80cc119d0793de7302441,2011/04/30,9.99,,basic
0f4a6c6381b80cc119d0793de7302441,2011/05/30,9.99,,basic
0f4a6c6381b80cc119d0793de7302441,2011/06/29,9.99,,basic
0f4a6c6381b80cc119d0793de7302441,2011/07/29,9.99,10%,basic
0f4a6c6381b80cc119d0793de7302441,2011/08/28,9.99,,basic
0f4a6c6381b80cc119d0793de7302441,2011/09/27,9.99,,basic
